Archivo,Elemento,Ecut,KPoints,Pseudopotencial
Si_ecut75_k111111_Si.bhs.in,Si,75,11 11 11,Si.bhs
Si_ecut75_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k111111_Si.rel-pbe-rrkj.in,Si,75,11 11 11,Si.rel-pbe-rrkj
Si_ecut75_k121212_Si.bhs.in,Si,75,12 12 12,Si.bhs
Si_ecut75_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k121212_Si.rel-pbe-rrkj.in,Si,75,12 12 12,Si.rel-pbe-rrkj
Si_ecut80_k111_Si.bhs.in,Si,80,1 1 1,Si.bhs
Si_ecut80_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k111_Si.rel-pbe-rrkj.in,Si,80,1 1 1,Si.rel-pbe-rrkj
Si_ecut80_k222_Si.bhs.in,Si,80,2 2 2,Si.bhs
Si_ecut80_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k222_Si.rel-pbe-rrkj.in,Si,80,2 2 2,Si.rel-pbe-rrkj
Si_ecut80_k333_Si.bhs.in,Si,80,3 3 3,Si.bhs
Si_ecut80_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k333_Si.rel-pbe-rrkj.in,Si,80,3 3 3,Si.rel-pbe-rrkj
Si_ecut80_k444_Si.bhs.in,Si,80,4 4 4,Si.bhs
Si_ecut80_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k444_Si.rel-pbe-rrkj.in,Si,80,4 4 4,Si.rel-pbe-rrkj
Si_ecut80_k555_Si.bhs.in,Si,80,5 5 5,Si.bhs
Si_ecut80_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k555_Si.rel-pbe-rrkj.in,Si,80,5 5 5,Si.rel-pbe-rrkj
Si_ecut80_k666_Si.bhs.in,Si,80,6 6 6,Si.bhs
Si_ecut80_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k666_Si.rel-pbe-rrkj.in,Si,80,6 6 6,Si.rel-pbe-rrkj
Si_ecut80_k777_Si.bhs.in,Si,80,7 7 7,Si.bhs
Si_ecut80_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k777_Si.rel-pbe-rrkj.in,Si,80,7 7 7,Si.rel-pbe-rrkj
Si_ecut80_k888_Si.bhs.in,Si,80,8 8 8,Si.bhs
Si_ecut80_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k888_Si.rel-pbe-rrkj.in,Si,80,8 8 8,Si.rel-pbe-rrkj
Si_ecut80_k999_Si.bhs.in,Si,80,9 9 9,Si.bhs
Si_ecut80_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k999_Si.rel-pbe-rrkj.in,Si,80,9 9 9,Si.rel-pbe-rrkj
Si_ecut80_k101010_Si.bhs.in,Si,80,10 10 10,Si.bhs
Si_ecut80_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k101010_Si.rel-pbe-rrkj.in,Si,80,10 10 10,Si.rel-pbe-rrkj
Si_ecut80_k111111_Si.bhs.in,Si,80,11 11 11,Si.bhs
Si_ecut80_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k111111_Si.rel-pbe-rrkj.in,Si,80,11 11 11,Si.rel-pbe-rrkj
Si_ecut80_k121212_Si.bhs.in,Si,80,12 12 12,Si.bhs
Si_ecut80_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,80,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut80_k121212_Si.rel-pbe-rrkj.in,Si,80,12 12 12,Si.rel-pbe-rrkj
Si_ecut85_k111_Si.bhs.in,Si,85,1 1 1,Si.bhs
Si_ecut85_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k111_Si.rel-pbe-rrkj.in,Si,85,1 1 1,Si.rel-pbe-rrkj
Si_ecut85_k222_Si.bhs.in,Si,85,2 2 2,Si.bhs
Si_ecut85_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k222_Si.rel-pbe-rrkj.in,Si,85,2 2 2,Si.rel-pbe-rrkj
Si_ecut85_k333_Si.bhs.in,Si,85,3 3 3,Si.bhs
Si_ecut85_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k333_Si.rel-pbe-rrkj.in,Si,85,3 3 3,Si.rel-pbe-rrkj
Si_ecut85_k444_Si.bhs.in,Si,85,4 4 4,Si.bhs
Si_ecut85_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k444_Si.rel-pbe-rrkj.in,Si,85,4 4 4,Si.rel-pbe-rrkj
Si_ecut85_k555_Si.bhs.in,Si,85,5 5 5,Si.bhs
Si_ecut85_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k555_Si.rel-pbe-rrkj.in,Si,85,5 5 5,Si.rel-pbe-rrkj
Si_ecut85_k666_Si.bhs.in,Si,85,6 6 6,Si.bhs
Si_ecut85_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k666_Si.rel-pbe-rrkj.in,Si,85,6 6 6,Si.rel-pbe-rrkj
Si_ecut85_k777_Si.bhs.in,Si,85,7 7 7,Si.bhs
Si_ecut85_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k777_Si.rel-pbe-rrkj.in,Si,85,7 7 7,Si.rel-pbe-rrkj
Si_ecut85_k888_Si.bhs.in,Si,85,8 8 8,Si.bhs
Si_ecut85_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k888_Si.rel-pbe-rrkj.in,Si,85,8 8 8,Si.rel-pbe-rrkj
Si_ecut85_k999_Si.bhs.in,Si,85,9 9 9,Si.bhs
Si_ecut85_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k999_Si.rel-pbe-rrkj.in,Si,85,9 9 9,Si.rel-pbe-rrkj
Si_ecut85_k101010_Si.bhs.in,Si,85,10 10 10,Si.bhs
Si_ecut85_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k101010_Si.rel-pbe-rrkj.in,Si,85,10 10 10,Si.rel-pbe-rrkj
Si_ecut85_k111111_Si.bhs.in,Si,85,11 11 11,Si.bhs
Si_ecut85_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k111111_Si.rel-pbe-rrkj.in,Si,85,11 11 11,Si.rel-pbe-rrkj
Si_ecut85_k121212_Si.bhs.in,Si,85,12 12 12,Si.bhs
Si_ecut85_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,85,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut85_k121212_Si.rel-pbe-rrkj.in,Si,85,12 12 12,Si.rel-pbe-rrkj
Si_ecut90_k111_Si.bhs.in,Si,90,1 1 1,Si.bhs
Si_ecut90_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k111_Si.rel-pbe-rrkj.in,Si,90,1 1 1,Si.rel-pbe-rrkj
Si_ecut90_k222_Si.bhs.in,Si,90,2 2 2,Si.bhs
Si_ecut90_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k222_Si.rel-pbe-rrkj.in,Si,90,2 2 2,Si.rel-pbe-rrkj
Si_ecut90_k333_Si.bhs.in,Si,90,3 3 3,Si.bhs
Si_ecut90_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k333_Si.rel-pbe-rrkj.in,Si,90,3 3 3,Si.rel-pbe-rrkj
Si_ecut90_k444_Si.bhs.in,Si,90,4 4 4,Si.bhs
Si_ecut90_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k444_Si.rel-pbe-rrkj.in,Si,90,4 4 4,Si.rel-pbe-rrkj
Si_ecut90_k555_Si.bhs.in,Si,90,5 5 5,Si.bhs
Si_ecut90_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k555_Si.rel-pbe-rrkj.in,Si,90,5 5 5,Si.rel-pbe-rrkj
Si_ecut90_k666_Si.bhs.in,Si,90,6 6 6,Si.bhs
Si_ecut90_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k666_Si.rel-pbe-rrkj.in,Si,90,6 6 6,Si.rel-pbe-rrkj
Si_ecut90_k777_Si.bhs.in,Si,90,7 7 7,Si.bhs
Si_ecut90_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k777_Si.rel-pbe-rrkj.in,Si,90,7 7 7,Si.rel-pbe-rrkj
Si_ecut90_k888_Si.bhs.in,Si,90,8 8 8,Si.bhs
Si_ecut90_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k888_Si.rel-pbe-rrkj.in,Si,90,8 8 8,Si.rel-pbe-rrkj
Si_ecut90_k999_Si.bhs.in,Si,90,9 9 9,Si.bhs
Si_ecut90_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k999_Si.rel-pbe-rrkj.in,Si,90,9 9 9,Si.rel-pbe-rrkj
Si_ecut90_k101010_Si.bhs.in,Si,90,10 10 10,Si.bhs
Si_ecut90_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k101010_Si.rel-pbe-rrkj.in,Si,90,10 10 10,Si.rel-pbe-rrkj
Si_ecut90_k111111_Si.bhs.in,Si,90,11 11 11,Si.bhs
Si_ecut90_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k111111_Si.rel-pbe-rrkj.in,Si,90,11 11 11,Si.rel-pbe-rrkj
Si_ecut90_k121212_Si.bhs.in,Si,90,12 12 12,Si.bhs
Si_ecut90_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,90,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut90_k121212_Si.rel-pbe-rrkj.in,Si,90,12 12 12,Si.rel-pbe-rrkj
Si_ecut95_k111_Si.bhs.in,Si,95,1 1 1,Si.bhs
Si_ecut95_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k111_Si.rel-pbe-rrkj.in,Si,95,1 1 1,Si.rel-pbe-rrkj
Si_ecut95_k222_Si.bhs.in,Si,95,2 2 2,Si.bhs
Si_ecut95_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k222_Si.rel-pbe-rrkj.in,Si,95,2 2 2,Si.rel-pbe-rrkj
Si_ecut95_k333_Si.bhs.in,Si,95,3 3 3,Si.bhs
Si_ecut95_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k333_Si.rel-pbe-rrkj.in,Si,95,3 3 3,Si.rel-pbe-rrkj
Si_ecut95_k444_Si.bhs.in,Si,95,4 4 4,Si.bhs
Si_ecut95_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k444_Si.rel-pbe-rrkj.in,Si,95,4 4 4,Si.rel-pbe-rrkj
Si_ecut95_k555_Si.bhs.in,Si,95,5 5 5,Si.bhs
Si_ecut95_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k555_Si.rel-pbe-rrkj.in,Si,95,5 5 5,Si.rel-pbe-rrkj
Si_ecut95_k666_Si.bhs.in,Si,95,6 6 6,Si.bhs
Si_ecut95_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k666_Si.rel-pbe-rrkj.in,Si,95,6 6 6,Si.rel-pbe-rrkj
Si_ecut95_k777_Si.bhs.in,Si,95,7 7 7,Si.bhs
Si_ecut95_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k777_Si.rel-pbe-rrkj.in,Si,95,7 7 7,Si.rel-pbe-rrkj
Si_ecut95_k888_Si.bhs.in,Si,95,8 8 8,Si.bhs
Si_ecut95_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k888_Si.rel-pbe-rrkj.in,Si,95,8 8 8,Si.rel-pbe-rrkj
Si_ecut95_k999_Si.bhs.in,Si,95,9 9 9,Si.bhs
Si_ecut95_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k999_Si.rel-pbe-rrkj.in,Si,95,9 9 9,Si.rel-pbe-rrkj
Si_ecut95_k101010_Si.bhs.in,Si,95,10 10 10,Si.bhs
Si_ecut95_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k101010_Si.rel-pbe-rrkj.in,Si,95,10 10 10,Si.rel-pbe-rrkj
Si_ecut95_k111111_Si.bhs.in,Si,95,11 11 11,Si.bhs
Si_ecut95_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k111111_Si.rel-pbe-rrkj.in,Si,95,11 11 11,Si.rel-pbe-rrkj
Si_ecut95_k121212_Si.bhs.in,Si,95,12 12 12,Si.bhs
Si_ecut95_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,95,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut95_k121212_Si.rel-pbe-rrkj.in,Si,95,12 12 12,Si.rel-pbe-rrkj
Si_ecut100_k111_Si.bhs.in,Si,100,1 1 1,Si.bhs
Si_ecut100_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k111_Si.rel-pbe-rrkj.in,Si,100,1 1 1,Si.rel-pbe-rrkj
Si_ecut100_k222_Si.bhs.in,Si,100,2 2 2,Si.bhs
Si_ecut100_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k222_Si.rel-pbe-rrkj.in,Si,100,2 2 2,Si.rel-pbe-rrkj
Si_ecut100_k333_Si.bhs.in,Si,100,3 3 3,Si.bhs
Si_ecut100_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k333_Si.rel-pbe-rrkj.in,Si,100,3 3 3,Si.rel-pbe-rrkj
Si_ecut100_k444_Si.bhs.in,Si,100,4 4 4,Si.bhs
Si_ecut100_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k444_Si.rel-pbe-rrkj.in,Si,100,4 4 4,Si.rel-pbe-rrkj
Si_ecut100_k555_Si.bhs.in,Si,100,5 5 5,Si.bhs
Si_ecut100_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k555_Si.rel-pbe-rrkj.in,Si,100,5 5 5,Si.rel-pbe-rrkj
Si_ecut100_k666_Si.bhs.in,Si,100,6 6 6,Si.bhs
Si_ecut100_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k666_Si.rel-pbe-rrkj.in,Si,100,6 6 6,Si.rel-pbe-rrkj
Si_ecut100_k777_Si.bhs.in,Si,100,7 7 7,Si.bhs
Si_ecut100_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k777_Si.rel-pbe-rrkj.in,Si,100,7 7 7,Si.rel-pbe-rrkj
Si_ecut100_k888_Si.bhs.in,Si,100,8 8 8,Si.bhs
Si_ecut100_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k888_Si.rel-pbe-rrkj.in,Si,100,8 8 8,Si.rel-pbe-rrkj
Si_ecut100_k999_Si.bhs.in,Si,100,9 9 9,Si.bhs
Si_ecut100_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k999_Si.rel-pbe-rrkj.in,Si,100,9 9 9,Si.rel-pbe-rrkj
Si_ecut100_k101010_Si.bhs.in,Si,100,10 10 10,Si.bhs
Si_ecut100_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k101010_Si.rel-pbe-rrkj.in,Si,100,10 10 10,Si.rel-pbe-rrkj
Si_ecut100_k111111_Si.bhs.in,Si,100,11 11 11,Si.bhs
Si_ecut100_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k111111_Si.rel-pbe-rrkj.in,Si,100,11 11 11,Si.rel-pbe-rrkj
Si_ecut100_k121212_Si.bhs.in,Si,100,12 12 12,Si.bhs
Si_ecut100_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,100,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut100_k121212_Si.rel-pbe-rrkj.in,Si,100,12 12 12,Si.rel-pbe-rrkj
