Archivo,Elemento,Ecut,KPoints,Pseudopotencial
Si_ecut40_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,40,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut40_k111111_Si.rel-pbe-rrkj.in,Si,40,11 11 11,Si.rel-pbe-rrkj
Si_ecut40_k121212_Si.bhs.in,Si,40,12 12 12,Si.bhs
Si_ecut40_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,40,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut40_k121212_Si.rel-pbe-rrkj.in,Si,40,12 12 12,Si.rel-pbe-rrkj
Si_ecut45_k111_Si.bhs.in,Si,45,1 1 1,Si.bhs
Si_ecut45_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k111_Si.rel-pbe-rrkj.in,Si,45,1 1 1,Si.rel-pbe-rrkj
Si_ecut45_k222_Si.bhs.in,Si,45,2 2 2,Si.bhs
Si_ecut45_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k222_Si.rel-pbe-rrkj.in,Si,45,2 2 2,Si.rel-pbe-rrkj
Si_ecut45_k333_Si.bhs.in,Si,45,3 3 3,Si.bhs
Si_ecut45_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k333_Si.rel-pbe-rrkj.in,Si,45,3 3 3,Si.rel-pbe-rrkj
Si_ecut45_k444_Si.bhs.in,Si,45,4 4 4,Si.bhs
Si_ecut45_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k444_Si.rel-pbe-rrkj.in,Si,45,4 4 4,Si.rel-pbe-rrkj
Si_ecut45_k555_Si.bhs.in,Si,45,5 5 5,Si.bhs
Si_ecut45_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k555_Si.rel-pbe-rrkj.in,Si,45,5 5 5,Si.rel-pbe-rrkj
Si_ecut45_k666_Si.bhs.in,Si,45,6 6 6,Si.bhs
Si_ecut45_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k666_Si.rel-pbe-rrkj.in,Si,45,6 6 6,Si.rel-pbe-rrkj
Si_ecut45_k777_Si.bhs.in,Si,45,7 7 7,Si.bhs
Si_ecut45_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k777_Si.rel-pbe-rrkj.in,Si,45,7 7 7,Si.rel-pbe-rrkj
Si_ecut45_k888_Si.bhs.in,Si,45,8 8 8,Si.bhs
Si_ecut45_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k888_Si.rel-pbe-rrkj.in,Si,45,8 8 8,Si.rel-pbe-rrkj
Si_ecut45_k999_Si.bhs.in,Si,45,9 9 9,Si.bhs
Si_ecut45_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k999_Si.rel-pbe-rrkj.in,Si,45,9 9 9,Si.rel-pbe-rrkj
Si_ecut45_k101010_Si.bhs.in,Si,45,10 10 10,Si.bhs
Si_ecut45_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k101010_Si.rel-pbe-rrkj.in,Si,45,10 10 10,Si.rel-pbe-rrkj
Si_ecut45_k111111_Si.bhs.in,Si,45,11 11 11,Si.bhs
Si_ecut45_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k111111_Si.rel-pbe-rrkj.in,Si,45,11 11 11,Si.rel-pbe-rrkj
Si_ecut45_k121212_Si.bhs.in,Si,45,12 12 12,Si.bhs
Si_ecut45_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,45,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut45_k121212_Si.rel-pbe-rrkj.in,Si,45,12 12 12,Si.rel-pbe-rrkj
Si_ecut50_k111_Si.bhs.in,Si,50,1 1 1,Si.bhs
Si_ecut50_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k111_Si.rel-pbe-rrkj.in,Si,50,1 1 1,Si.rel-pbe-rrkj
Si_ecut50_k222_Si.bhs.in,Si,50,2 2 2,Si.bhs
Si_ecut50_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k222_Si.rel-pbe-rrkj.in,Si,50,2 2 2,Si.rel-pbe-rrkj
Si_ecut50_k333_Si.bhs.in,Si,50,3 3 3,Si.bhs
Si_ecut50_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k333_Si.rel-pbe-rrkj.in,Si,50,3 3 3,Si.rel-pbe-rrkj
Si_ecut50_k444_Si.bhs.in,Si,50,4 4 4,Si.bhs
Si_ecut50_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k444_Si.rel-pbe-rrkj.in,Si,50,4 4 4,Si.rel-pbe-rrkj
Si_ecut50_k555_Si.bhs.in,Si,50,5 5 5,Si.bhs
Si_ecut50_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k555_Si.rel-pbe-rrkj.in,Si,50,5 5 5,Si.rel-pbe-rrkj
Si_ecut50_k666_Si.bhs.in,Si,50,6 6 6,Si.bhs
Si_ecut50_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k666_Si.rel-pbe-rrkj.in,Si,50,6 6 6,Si.rel-pbe-rrkj
Si_ecut50_k777_Si.bhs.in,Si,50,7 7 7,Si.bhs
Si_ecut50_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k777_Si.rel-pbe-rrkj.in,Si,50,7 7 7,Si.rel-pbe-rrkj
Si_ecut50_k888_Si.bhs.in,Si,50,8 8 8,Si.bhs
Si_ecut50_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k888_Si.rel-pbe-rrkj.in,Si,50,8 8 8,Si.rel-pbe-rrkj
Si_ecut50_k999_Si.bhs.in,Si,50,9 9 9,Si.bhs
Si_ecut50_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k999_Si.rel-pbe-rrkj.in,Si,50,9 9 9,Si.rel-pbe-rrkj
Si_ecut50_k101010_Si.bhs.in,Si,50,10 10 10,Si.bhs
Si_ecut50_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k101010_Si.rel-pbe-rrkj.in,Si,50,10 10 10,Si.rel-pbe-rrkj
Si_ecut50_k111111_Si.bhs.in,Si,50,11 11 11,Si.bhs
Si_ecut50_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k111111_Si.rel-pbe-rrkj.in,Si,50,11 11 11,Si.rel-pbe-rrkj
Si_ecut50_k121212_Si.bhs.in,Si,50,12 12 12,Si.bhs
Si_ecut50_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,50,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut50_k121212_Si.rel-pbe-rrkj.in,Si,50,12 12 12,Si.rel-pbe-rrkj
Si_ecut55_k111_Si.bhs.in,Si,55,1 1 1,Si.bhs
Si_ecut55_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k111_Si.rel-pbe-rrkj.in,Si,55,1 1 1,Si.rel-pbe-rrkj
Si_ecut55_k222_Si.bhs.in,Si,55,2 2 2,Si.bhs
Si_ecut55_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k222_Si.rel-pbe-rrkj.in,Si,55,2 2 2,Si.rel-pbe-rrkj
Si_ecut55_k333_Si.bhs.in,Si,55,3 3 3,Si.bhs
Si_ecut55_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k333_Si.rel-pbe-rrkj.in,Si,55,3 3 3,Si.rel-pbe-rrkj
Si_ecut55_k444_Si.bhs.in,Si,55,4 4 4,Si.bhs
Si_ecut55_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k444_Si.rel-pbe-rrkj.in,Si,55,4 4 4,Si.rel-pbe-rrkj
Si_ecut55_k555_Si.bhs.in,Si,55,5 5 5,Si.bhs
Si_ecut55_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k555_Si.rel-pbe-rrkj.in,Si,55,5 5 5,Si.rel-pbe-rrkj
Si_ecut55_k666_Si.bhs.in,Si,55,6 6 6,Si.bhs
Si_ecut55_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k666_Si.rel-pbe-rrkj.in,Si,55,6 6 6,Si.rel-pbe-rrkj
Si_ecut55_k777_Si.bhs.in,Si,55,7 7 7,Si.bhs
Si_ecut55_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k777_Si.rel-pbe-rrkj.in,Si,55,7 7 7,Si.rel-pbe-rrkj
Si_ecut55_k888_Si.bhs.in,Si,55,8 8 8,Si.bhs
Si_ecut55_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k888_Si.rel-pbe-rrkj.in,Si,55,8 8 8,Si.rel-pbe-rrkj
Si_ecut55_k999_Si.bhs.in,Si,55,9 9 9,Si.bhs
Si_ecut55_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k999_Si.rel-pbe-rrkj.in,Si,55,9 9 9,Si.rel-pbe-rrkj
Si_ecut55_k101010_Si.bhs.in,Si,55,10 10 10,Si.bhs
Si_ecut55_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k101010_Si.rel-pbe-rrkj.in,Si,55,10 10 10,Si.rel-pbe-rrkj
Si_ecut55_k111111_Si.bhs.in,Si,55,11 11 11,Si.bhs
Si_ecut55_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k111111_Si.rel-pbe-rrkj.in,Si,55,11 11 11,Si.rel-pbe-rrkj
Si_ecut55_k121212_Si.bhs.in,Si,55,12 12 12,Si.bhs
Si_ecut55_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,55,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut55_k121212_Si.rel-pbe-rrkj.in,Si,55,12 12 12,Si.rel-pbe-rrkj
Si_ecut60_k111_Si.bhs.in,Si,60,1 1 1,Si.bhs
Si_ecut60_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k111_Si.rel-pbe-rrkj.in,Si,60,1 1 1,Si.rel-pbe-rrkj
Si_ecut60_k222_Si.bhs.in,Si,60,2 2 2,Si.bhs
Si_ecut60_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k222_Si.rel-pbe-rrkj.in,Si,60,2 2 2,Si.rel-pbe-rrkj
Si_ecut60_k333_Si.bhs.in,Si,60,3 3 3,Si.bhs
Si_ecut60_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k333_Si.rel-pbe-rrkj.in,Si,60,3 3 3,Si.rel-pbe-rrkj
Si_ecut60_k444_Si.bhs.in,Si,60,4 4 4,Si.bhs
Si_ecut60_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k444_Si.rel-pbe-rrkj.in,Si,60,4 4 4,Si.rel-pbe-rrkj
Si_ecut60_k555_Si.bhs.in,Si,60,5 5 5,Si.bhs
Si_ecut60_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k555_Si.rel-pbe-rrkj.in,Si,60,5 5 5,Si.rel-pbe-rrkj
Si_ecut60_k666_Si.bhs.in,Si,60,6 6 6,Si.bhs
Si_ecut60_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k666_Si.rel-pbe-rrkj.in,Si,60,6 6 6,Si.rel-pbe-rrkj
Si_ecut60_k777_Si.bhs.in,Si,60,7 7 7,Si.bhs
Si_ecut60_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k777_Si.rel-pbe-rrkj.in,Si,60,7 7 7,Si.rel-pbe-rrkj
Si_ecut60_k888_Si.bhs.in,Si,60,8 8 8,Si.bhs
Si_ecut60_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k888_Si.rel-pbe-rrkj.in,Si,60,8 8 8,Si.rel-pbe-rrkj
Si_ecut60_k999_Si.bhs.in,Si,60,9 9 9,Si.bhs
Si_ecut60_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k999_Si.rel-pbe-rrkj.in,Si,60,9 9 9,Si.rel-pbe-rrkj
Si_ecut60_k101010_Si.bhs.in,Si,60,10 10 10,Si.bhs
Si_ecut60_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k101010_Si.rel-pbe-rrkj.in,Si,60,10 10 10,Si.rel-pbe-rrkj
Si_ecut60_k111111_Si.bhs.in,Si,60,11 11 11,Si.bhs
Si_ecut60_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k111111_Si.rel-pbe-rrkj.in,Si,60,11 11 11,Si.rel-pbe-rrkj
Si_ecut60_k121212_Si.bhs.in,Si,60,12 12 12,Si.bhs
Si_ecut60_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,60,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut60_k121212_Si.rel-pbe-rrkj.in,Si,60,12 12 12,Si.rel-pbe-rrkj
Si_ecut65_k111_Si.bhs.in,Si,65,1 1 1,Si.bhs
Si_ecut65_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k111_Si.rel-pbe-rrkj.in,Si,65,1 1 1,Si.rel-pbe-rrkj
Si_ecut65_k222_Si.bhs.in,Si,65,2 2 2,Si.bhs
Si_ecut65_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k222_Si.rel-pbe-rrkj.in,Si,65,2 2 2,Si.rel-pbe-rrkj
Si_ecut65_k333_Si.bhs.in,Si,65,3 3 3,Si.bhs
Si_ecut65_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k333_Si.rel-pbe-rrkj.in,Si,65,3 3 3,Si.rel-pbe-rrkj
Si_ecut65_k444_Si.bhs.in,Si,65,4 4 4,Si.bhs
Si_ecut65_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k444_Si.rel-pbe-rrkj.in,Si,65,4 4 4,Si.rel-pbe-rrkj
Si_ecut65_k555_Si.bhs.in,Si,65,5 5 5,Si.bhs
Si_ecut65_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k555_Si.rel-pbe-rrkj.in,Si,65,5 5 5,Si.rel-pbe-rrkj
Si_ecut65_k666_Si.bhs.in,Si,65,6 6 6,Si.bhs
Si_ecut65_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k666_Si.rel-pbe-rrkj.in,Si,65,6 6 6,Si.rel-pbe-rrkj
Si_ecut65_k777_Si.bhs.in,Si,65,7 7 7,Si.bhs
Si_ecut65_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k777_Si.rel-pbe-rrkj.in,Si,65,7 7 7,Si.rel-pbe-rrkj
Si_ecut65_k888_Si.bhs.in,Si,65,8 8 8,Si.bhs
Si_ecut65_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k888_Si.rel-pbe-rrkj.in,Si,65,8 8 8,Si.rel-pbe-rrkj
Si_ecut65_k999_Si.bhs.in,Si,65,9 9 9,Si.bhs
Si_ecut65_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k999_Si.rel-pbe-rrkj.in,Si,65,9 9 9,Si.rel-pbe-rrkj
Si_ecut65_k101010_Si.bhs.in,Si,65,10 10 10,Si.bhs
Si_ecut65_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k101010_Si.rel-pbe-rrkj.in,Si,65,10 10 10,Si.rel-pbe-rrkj
Si_ecut65_k111111_Si.bhs.in,Si,65,11 11 11,Si.bhs
Si_ecut65_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k111111_Si.rel-pbe-rrkj.in,Si,65,11 11 11,Si.rel-pbe-rrkj
Si_ecut65_k121212_Si.bhs.in,Si,65,12 12 12,Si.bhs
Si_ecut65_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,65,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut65_k121212_Si.rel-pbe-rrkj.in,Si,65,12 12 12,Si.rel-pbe-rrkj
Si_ecut70_k111_Si.bhs.in,Si,70,1 1 1,Si.bhs
Si_ecut70_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k111_Si.rel-pbe-rrkj.in,Si,70,1 1 1,Si.rel-pbe-rrkj
Si_ecut70_k222_Si.bhs.in,Si,70,2 2 2,Si.bhs
Si_ecut70_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k222_Si.rel-pbe-rrkj.in,Si,70,2 2 2,Si.rel-pbe-rrkj
Si_ecut70_k333_Si.bhs.in,Si,70,3 3 3,Si.bhs
Si_ecut70_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k333_Si.rel-pbe-rrkj.in,Si,70,3 3 3,Si.rel-pbe-rrkj
Si_ecut70_k444_Si.bhs.in,Si,70,4 4 4,Si.bhs
Si_ecut70_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k444_Si.rel-pbe-rrkj.in,Si,70,4 4 4,Si.rel-pbe-rrkj
Si_ecut70_k555_Si.bhs.in,Si,70,5 5 5,Si.bhs
Si_ecut70_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k555_Si.rel-pbe-rrkj.in,Si,70,5 5 5,Si.rel-pbe-rrkj
Si_ecut70_k666_Si.bhs.in,Si,70,6 6 6,Si.bhs
Si_ecut70_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k666_Si.rel-pbe-rrkj.in,Si,70,6 6 6,Si.rel-pbe-rrkj
Si_ecut70_k777_Si.bhs.in,Si,70,7 7 7,Si.bhs
Si_ecut70_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k777_Si.rel-pbe-rrkj.in,Si,70,7 7 7,Si.rel-pbe-rrkj
Si_ecut70_k888_Si.bhs.in,Si,70,8 8 8,Si.bhs
Si_ecut70_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k888_Si.rel-pbe-rrkj.in,Si,70,8 8 8,Si.rel-pbe-rrkj
Si_ecut70_k999_Si.bhs.in,Si,70,9 9 9,Si.bhs
Si_ecut70_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k999_Si.rel-pbe-rrkj.in,Si,70,9 9 9,Si.rel-pbe-rrkj
Si_ecut70_k101010_Si.bhs.in,Si,70,10 10 10,Si.bhs
Si_ecut70_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k101010_Si.rel-pbe-rrkj.in,Si,70,10 10 10,Si.rel-pbe-rrkj
Si_ecut70_k111111_Si.bhs.in,Si,70,11 11 11,Si.bhs
Si_ecut70_k111111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,11 11 11,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k111111_Si.rel-pbe-rrkj.in,Si,70,11 11 11,Si.rel-pbe-rrkj
Si_ecut70_k121212_Si.bhs.in,Si,70,12 12 12,Si.bhs
Si_ecut70_k121212_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,70,12 12 12,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut70_k121212_Si.rel-pbe-rrkj.in,Si,70,12 12 12,Si.rel-pbe-rrkj
Si_ecut75_k111_Si.bhs.in,Si,75,1 1 1,Si.bhs
Si_ecut75_k111_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,1 1 1,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k111_Si.rel-pbe-rrkj.in,Si,75,1 1 1,Si.rel-pbe-rrkj
Si_ecut75_k222_Si.bhs.in,Si,75,2 2 2,Si.bhs
Si_ecut75_k222_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,2 2 2,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k222_Si.rel-pbe-rrkj.in,Si,75,2 2 2,Si.rel-pbe-rrkj
Si_ecut75_k333_Si.bhs.in,Si,75,3 3 3,Si.bhs
Si_ecut75_k333_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,3 3 3,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k333_Si.rel-pbe-rrkj.in,Si,75,3 3 3,Si.rel-pbe-rrkj
Si_ecut75_k444_Si.bhs.in,Si,75,4 4 4,Si.bhs
Si_ecut75_k444_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,4 4 4,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k444_Si.rel-pbe-rrkj.in,Si,75,4 4 4,Si.rel-pbe-rrkj
Si_ecut75_k555_Si.bhs.in,Si,75,5 5 5,Si.bhs
Si_ecut75_k555_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,5 5 5,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k555_Si.rel-pbe-rrkj.in,Si,75,5 5 5,Si.rel-pbe-rrkj
Si_ecut75_k666_Si.bhs.in,Si,75,6 6 6,Si.bhs
Si_ecut75_k666_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,6 6 6,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k666_Si.rel-pbe-rrkj.in,Si,75,6 6 6,Si.rel-pbe-rrkj
Si_ecut75_k777_Si.bhs.in,Si,75,7 7 7,Si.bhs
Si_ecut75_k777_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,7 7 7,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k777_Si.rel-pbe-rrkj.in,Si,75,7 7 7,Si.rel-pbe-rrkj
Si_ecut75_k888_Si.bhs.in,Si,75,8 8 8,Si.bhs
Si_ecut75_k888_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,8 8 8,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k888_Si.rel-pbe-rrkj.in,Si,75,8 8 8,Si.rel-pbe-rrkj
Si_ecut75_k999_Si.bhs.in,Si,75,9 9 9,Si.bhs
Si_ecut75_k999_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,9 9 9,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k999_Si.rel-pbe-rrkj.in,Si,75,9 9 9,Si.rel-pbe-rrkj
Si_ecut75_k101010_Si.bhs.in,Si,75,10 10 10,Si.bhs
Si_ecut75_k101010_Si.pbe-nl-rrkjus_psl.1.0.0.in,Si,75,10 10 10,Si.pbe-nl-rrkjus_psl.1.0.0
Si_ecut75_k101010_Si.rel-pbe-rrkj.in,Si,75,10 10 10,Si.rel-pbe-rrkj
