Elemento,Ecut,KPoints,Pseudopotencial,Total Energy (Ry)
0.0,25,0.0,0.0,-355.46032484
0.0,25,0.0,0.038461538461538464,-84.43157782
0.0,25,0.0,0.07692307692307693,-350.39745853
0.0,25,0.0,0.11538461538461539,-84.34271032
0.0,25,0.3,0.0,-354.64082464
0.0,25,0.3,0.038461538461538464,-83.61480125
0.0,25,0.3,0.07692307692307693,-349.57350543
0.0,25,0.3,0.11538461538461539,-83.52167022
0.0,25,0.4,0.0,-354.81950224
0.0,25,0.4,0.038461538461538464,-83.79494141
0.0,25,0.4,0.07692307692307693,-349.74277096
0.0,25,0.4,0.11538461538461539,-83.69251406
0.0,25,0.5,0.0,-354.78700922
0.0,25,0.5,0.038461538461538464,-83.76165866
0.0,25,0.5,0.07692307692307693,-349.71830673
0.0,25,0.5,0.11538461538461539,-83.66713141
0.0,25,0.6,0.0,-354.8063256
0.0,25,0.6,0.038461538461538464,-83.78104545
0.0,25,0.6,0.07692307692307693,-349.73748041
0.0,25,0.6,0.11538461538461539,-83.68637264
0.0,25,0.7,0.0,-354.78343641
0.0,25,0.7,0.038461538461538464,-83.75842731
0.0,25,0.7,0.07692307692307693,-349.71444705
0.0,25,0.7,0.11538461538461539,-83.66360195
0.0,25,0.8,0.0,-354.79755152
0.0,25,0.8,0.038461538461538464,-83.77244259
0.0,25,0.8,0.07692307692307693,-349.72859735
0.0,25,0.8,0.11538461538461539,-83.67762137
0.0,25,0.9,0.0,-354.79237227
0.0,25,0.9,0.038461538461538464,-83.76727315
0.0,25,0.9,0.07692307692307693,-349.72330462
0.0,25,0.9,0.11538461538461539,-83.67238849
0.0,25,1.0,0.0,-354.79171802
0.0,25,1.0,0.038461538461538464,-83.76664127
0.0,25,1.0,0.07692307692307693,-349.72272211
0.0,25,1.0,0.11538461538461539,-83.67180083
0.0,25,0.1,0.0,-354.79180244
0.0,25,0.1,0.038461538461538464,-83.76674898
0.0,25,0.1,0.07692307692307693,-349.72253019
0.0,25,0.1,0.11538461538461539,-83.67166154
0.0,25,0.2,0.0,-354.79241634
0.0,25,0.2,0.038461538461538464,-83.76735538
0.0,25,0.2,0.07692307692307693,-349.72335597
0.0,25,0.2,0.11538461538461539,-83.67243989
0.0,30,0.0,0.0,-355.78348787
0.0,30,0.0,0.038461538461538464,-84.75081575
0.0,30,0.0,0.07692307692307693,-350.72025188
0.0,30,0.0,0.11538461538461539,-84.66210804
0.0,30,0.3,0.0,-355.08241403
0.0,30,0.3,0.038461538461538464,-84.04968993
0.0,30,0.3,0.07692307692307693,-350.01496419
0.0,30,0.3,0.11538461538461539,-83.95698252
0.0,30,0.4,0.0,-355.22384261
0.0,30,0.4,0.038461538461538464,-84.19232659
0.0,30,0.4,0.07692307692307693,-350.1566023
0.0,30,0.4,0.11538461538461539,-84.09973324
0.0,30,0.5,0.0,-355.18675942
0.0,30,0.5,0.038461538461538464,-84.15526389
0.0,30,0.5,0.07692307692307693,-350.1194506
0.0,30,0.5,0.11538461538461539,-84.06264629
0.0,30,0.6,0.0,-355.21230889
0.0,30,0.6,0.038461538461538464,-84.18074666
0.0,30,0.6,0.07692307692307693,-350.14501644
0.0,30,0.6,0.11538461538461539,-84.08813693
0.0,30,0.7,0.0,-355.1974757
0.0,30,0.7,0.038461538461538464,-84.16593286
0.0,30,0.7,0.07692307692307693,-350.13014696
0.0,30,0.7,0.11538461538461539,-84.07326111
0.0,30,0.8,0.0,-355.20731324
0.0,30,0.8,0.038461538461538464,-84.17576452
0.0,30,0.8,0.07692307692307693,-350.13997727
0.0,30,0.8,0.11538461538461539,-84.08311274
0.0,30,0.9,0.0,-355.19778559
0.0,30,0.9,0.038461538461538464,-84.16627928
0.0,30,0.9,0.07692307692307693,-350.13042959
0.0,30,0.9,0.11538461538461539,-84.07359398
0.0,30,1.0,0.0,-355.20356136
0.0,30,1.0,0.038461538461538464,-84.17203592
0.0,30,1.0,0.07692307692307693,-350.13622467
0.0,30,1.0,0.11538461538461539,-84.0793823
0.0,30,0.1,0.0,-355.20071097
0.0,30,0.1,0.038461538461538464,-84.16919116
0.0,30,0.1,0.07692307692307693,-350.13329682
0.0,30,0.1,0.11538461538461539,-84.0764565
0.0,30,0.2,0.0,-355.20180016
0.0,30,0.2,0.038461538461538464,-84.17029812
0.0,30,0.2,0.07692307692307693,-350.13444625
0.0,30,0.2,0.11538461538461539,-84.07761628
0.0,35,0.0,0.0,-355.83455604
0.0,35,0.0,0.038461538461538464,-84.80094846
0.0,35,0.0,0.07692307692307693,-350.77128103
0.0,35,0.0,0.11538461538461539,-84.71205647
0.0,35,0.3,0.0,-355.14307895
0.0,35,0.3,0.038461538461538464,-84.10987591
0.0,35,0.3,0.07692307692307693,-350.07556379
0.0,35,0.3,0.11538461538461539,-84.01713698
0.0,35,0.4,0.0,-355.31351467
0.0,35,0.4,0.038461538461538464,-84.28096781
0.0,35,0.4,0.07692307692307693,-350.24657721
0.0,35,0.4,0.11538461538461539,-84.18876688
0.0,35,0.5,0.0,-355.27490064
0.0,35,0.5,0.038461538461538464,-84.24238889
0.0,35,0.5,0.07692307692307693,-350.20792711
0.0,35,0.5,0.11538461538461539,-84.15013212
0.0,35,0.6,0.0,-355.29695974
0.0,35,0.6,0.038461538461538464,-84.2644189
0.0,35,0.6,0.07692307692307693,-350.23001478
0.0,35,0.6,0.11538461538461539,-84.17219822
0.0,35,0.7,0.0,-355.2831854
0.0,35,0.7,0.038461538461538464,-84.25066064
0.0,35,0.7,0.07692307692307693,-350.21619767
0.0,35,0.7,0.11538461538461539,-84.15841777
0.0,35,0.8,0.0,-355.29143662
0.0,35,0.8,0.038461538461538464,-84.25891678
0.0,35,0.8,0.07692307692307693,-350.22446005
0.0,35,0.8,0.11538461538461539,-84.16667798
0.0,35,0.9,0.0,-355.2857548
0.0,35,0.9,0.038461538461538464,-84.25322888
0.0,35,0.9,0.07692307692307693,-350.21876491
0.0,35,0.9,0.11538461538461539,-84.16097027
0.0,35,1.0,0.0,-355.28906755
0.0,35,1.0,0.038461538461538464,-84.2565537
0.0,35,1.0,0.07692307692307693,-350.22209283
0.0,35,1.0,0.11538461538461539,-84.16431535
0.0,35,0.1,0.0,-355.28669901
0.0,35,0.1,0.038461538461538464,-84.25417889
0.0,35,0.1,0.07692307692307693,-350.21967584
0.0,35,0.1,0.11538461538461539,-84.16188768
0.0,35,0.2,0.0,-355.28791368
0.0,35,0.2,0.038461538461538464,-84.25541077
0.0,35,0.2,0.07692307692307693,-350.22091469
0.0,35,0.2,0.11538461538461539,-84.1631384
0.0,40,0.0,0.0,-355.84441259
0.0,40,0.0,0.038461538461538464,-84.81057138
0.0,40,0.0,0.07692307692307693,-350.78109551
0.0,40,0.0,0.11538461538461539,-84.72164337
0.0,40,0.3,0.0,-355.15242018
0.0,40,0.3,0.038461538461538464,-84.11919333
0.0,40,0.3,0.07692307692307693,-350.08491998
0.0,40,0.3,0.11538461538461539,-84.02646391
0.0,40,0.4,0.0,-355.32253106
0.0,40,0.4,0.038461538461538464,-84.28989273
0.0,40,0.4,0.07692307692307693,-350.25566966
0.0,40,0.4,0.11538461538461539,-84.19775521
0.0,40,0.5,0.0,-355.28477321
0.0,40,0.5,0.038461538461538464,-84.25213822
0.0,40,0.5,0.07692307692307693,-350.2178781
0.0,40,0.5,0.11538461538461539,-84.15997734
0.0,40,0.6,0.0,-355.30717676
0.0,40,0.6,0.038461538461538464,-84.27453192
0.0,40,0.6,0.07692307692307693,-350.24031248
0.0,40,0.6,0.11538461538461539,-84.18239282
0.0,40,0.7,0.0,-355.29325627
0.0,40,0.7,0.038461538461538464,-84.26061914
0.0,40,0.7,0.07692307692307693,-350.22635557
0.0,40,0.7,0.11538461538461539,-84.1684432
0.0,40,0.8,0.0,-355.30188652
0.0,40,0.8,0.038461538461538464,-84.26925439
0.0,40,0.8,0.07692307692307693,-350.23499458
0.0,40,0.8,0.11538461538461539,-84.1770907
0.0,40,0.9,0.0,-355.29611751
0.0,40,0.9,0.038461538461538464,-84.26347002
0.0,40,0.9,0.07692307692307693,-350.22921264
0.0,40,0.9,0.11538461538461539,-84.17129548
0.0,40,1.0,0.0,-355.29947664
0.0,40,1.0,0.038461538461538464,-84.26684578
0.0,40,1.0,0.07692307692307693,-350.23258814
0.0,40,1.0,0.11538461538461539,-84.17468017
0.0,40,0.1,0.0,-355.29719095
0.0,40,0.1,0.038461538461538464,-84.26455622
0.0,40,0.1,0.07692307692307693,-350.23025385
0.0,40,0.1,0.11538461538461539,-84.17234961
0.0,40,0.2,0.0,-355.2982768
0.0,40,0.2,0.038461538461538464,-84.26565413
0.0,40,0.2,0.07692307692307693,-350.23136302
0.0,40,0.2,0.11538461538461539,-84.17346296
0.0,45,0.0,0.0,-355.84449049
0.0,45,0.0,0.038461538461538464,-84.81064472
0.0,45,0.0,0.07692307692307693,-350.78117642
0.0,45,0.0,0.11538461538461539,-84.72171864
0.0,45,0.3,0.0,-355.15278782
0.0,45,0.3,0.038461538461538464,-84.11956492
0.0,45,0.3,0.07692307692307693,-350.08528648
0.0,45,0.3,0.11538461538461539,-84.02682716
0.0,45,0.4,0.0,-355.32289029
0.0,45,0.4,0.038461538461538464,-84.29025371
0.0,45,0.4,0.07692307692307693,-350.25601323
0.0,45,0.4,0.11538461538461539,-84.19810943
0.0,45,0.5,0.0,-355.28515219
0.0,45,0.5,0.038461538461538464,-84.25252369
0.0,45,0.5,0.07692307692307693,-350.21826965
0.0,45,0.5,0.11538461538461539,-84.1603587
0.0,45,0.6,0.0,-355.30749567
0.0,45,0.6,0.038461538461538464,-84.27485152
0.0,45,0.6,0.07692307692307693,-350.2406345
0.0,45,0.6,0.11538461538461539,-84.18270936
0.0,45,0.7,0.0,-355.29362448
0.0,45,0.7,0.038461538461538464,-84.26098449
0.0,45,0.7,0.07692307692307693,-350.22671056
0.0,45,0.7,0.11538461538461539,-84.16880793
0.0,45,0.8,0.0,-355.30222939
0.0,45,0.8,0.038461538461538464,-84.26959165
0.0,45,0.8,0.07692307692307693,-350.23533886
0.0,45,0.8,0.11538461538461539,-84.1774286
0.0,45,0.9,0.0,-355.2964748
0.0,45,0.9,0.038461538461538464,-84.26382972
0.0,45,0.9,0.07692307692307693,-350.22956672
0.0,45,0.9,0.11538461538461539,-84.17164597
0.0,45,1.0,0.0,-355.29982445
0.0,45,1.0,0.038461538461538464,-84.2671905
0.0,45,1.0,0.07692307692307693,-350.23292697
0.0,45,1.0,0.11538461538461539,-84.17501959
0.0,45,0.1,0.0,-355.29753597
0.0,45,0.1,0.038461538461538464,-84.26489902
0.0,45,0.1,0.07692307692307693,-350.23059851
0.0,45,0.1,0.11538461538461539,-84.17268981
0.0,45,0.2,0.0,-355.29863706
0.0,45,0.2,0.038461538461538464,-84.26601017
0.0,45,0.2,0.07692307692307693,-350.23171429
0.0,45,0.2,0.11538461538461539,-84.17381589
0.0,50,0.0,0.0,-355.84642019
0.0,50,0.0,0.038461538461538464,-84.81269087
0.0,50,0.0,0.07692307692307693,-350.78309629
0.0,50,0.0,0.11538461538461539,-84.72375341
0.0,50,0.3,0.0,-355.1550045
0.0,50,0.3,0.038461538461538464,-84.12174584
0.0,50,0.3,0.07692307692307693,-350.08744293
0.0,50,0.3,0.11538461538461539,-84.02897237
0.0,50,0.4,0.0,-355.32460998
0.0,50,0.4,0.038461538461538464,-84.29199617
0.0,50,0.4,0.07692307692307693,-350.25771071
0.0,50,0.4,0.11538461538461539,-84.19981392
0.0,50,0.5,0.0,-355.28692186
0.0,50,0.5,0.038461538461538464,-84.25430242
0.0,50,0.5,0.07692307692307693,-350.21998866
0.0,50,0.5,0.11538461538461539,-84.16209891
0.0,50,0.6,0.0,-355.30929999
0.0,50,0.6,0.038461538461538464,-84.27666438
0.0,50,0.6,0.07692307692307693,-350.24238557
0.0,50,0.6,0.11538461538461539,-84.18448543
0.0,50,0.7,0.0,-355.29540106
0.0,50,0.7,0.038461538461538464,-84.26277292
0.0,50,0.7,0.07692307692307693,-350.22845264
0.0,50,0.7,0.11538461538461539,-84.17055996
0.0,50,0.8,0.0,-355.3039829
0.0,50,0.8,0.038461538461538464,-84.27135678
0.0,50,0.8,0.07692307692307693,-350.23704818
0.0,50,0.8,0.11538461538461539,-84.17915756
0.0,50,0.9,0.0,-355.29823953
0.0,50,0.9,0.038461538461538464,-84.26560785
0.0,50,0.9,0.07692307692307693,-350.23128994
0.0,50,0.9,0.11538461538461539,-84.17338777
0.0,50,1.0,0.0,-355.30160073
0.0,50,1.0,0.038461538461538464,-84.26898059
0.0,50,1.0,0.07692307692307693,-350.23465899
0.0,50,1.0,0.11538461538461539,-84.17677081
0.0,50,0.1,0.0,-355.29933922
0.0,50,0.1,0.038461538461538464,-84.26671434
0.0,50,0.1,0.07692307692307693,-350.23235543
0.0,50,0.1,0.11538461538461539,-84.1744673
0.0,50,0.2,0.0,-355.30041782
0.0,50,0.2,0.038461538461538464,-84.26781076
0.0,50,0.2,0.07692307692307693,-350.23345456
0.0,50,0.2,0.11538461538461539,-84.17557364
0.0,55,0.0,0.0,-355.84868742
0.0,55,0.0,0.038461538461538464,-84.81503247
0.0,55,0.0,0.07692307692307693,-350.78537422
0.0,55,0.0,0.11538461538461539,-84.72608662
0.0,55,0.3,0.0,-355.15726284
0.0,55,0.3,0.038461538461538464,-84.12401039
0.0,55,0.3,0.07692307692307693,-350.08966424
0.0,55,0.3,0.11538461538461539,-84.03118815
0.0,55,0.4,0.0,-355.32716049
0.0,55,0.4,0.038461538461538464,-84.29453485
0.0,55,0.4,0.07692307692307693,-350.26021478
0.0,55,0.4,0.11538461538461539,-84.20230857
0.0,55,0.5,0.0,-355.28933392
0.0,55,0.5,0.038461538461538464,-84.25672724
0.0,55,0.5,0.07692307692307693,-350.22236788
0.0,55,0.5,0.11538461538461539,-84.16448868
0.0,55,0.6,0.0,-355.31172777
0.0,55,0.6,0.038461538461538464,-84.27909158
0.0,55,0.6,0.07692307692307693,-350.24478101
0.0,55,0.6,0.11538461538461539,-84.18687858
0.0,55,0.7,0.0,-355.29782846
0.0,55,0.7,0.038461538461538464,-84.26520618
0.0,55,0.7,0.07692307692307693,-350.23084178
0.0,55,0.7,0.11538461538461539,-84.1729618
0.0,55,0.8,0.0,-355.30643082
0.0,55,0.8,0.038461538461538464,-84.27381126
0.0,55,0.8,0.07692307692307693,-350.2394573
0.0,55,0.8,0.11538461538461539,-84.18157475
0.0,55,0.9,0.0,-355.30063377
0.0,55,0.9,0.038461538461538464,-84.26800632
0.0,55,0.9,0.07692307692307693,-350.23364361
0.0,55,0.9,0.11538461538461539,-84.17575649
0.0,55,1.0,0.0,-355.30399
0.0,55,1.0,0.038461538461538464,-84.2713781
0.0,55,1.0,0.07692307692307693,-350.23701577
0.0,55,1.0,0.11538461538461539,-84.17913344
0.0,55,0.1,0.0,-355.30172541
0.0,55,0.1,0.038461538461538464,-84.2691052
0.0,55,0.1,0.07692307692307693,-350.23470568
0.0,55,0.1,0.11538461538461539,-84.17682428
0.0,55,0.2,0.0,-355.3028032
0.0,55,0.2,0.038461538461538464,-84.27020368
0.0,55,0.2,0.07692307692307693,-350.23580331
0.0,55,0.2,0.11538461538461539,-84.17793482
0.0,60,0.0,0.0,-355.84977876
0.0,60,0.0,0.038461538461538464,-84.81617845
0.0,60,0.0,0.07692307692307693,-350.78650178
0.0,60,0.0,0.11538461538461539,-84.7272225
0.0,60,0.3,0.0,-355.15877946
0.0,60,0.3,0.038461538461538464,-84.12549157
0.0,60,0.3,0.07692307692307693,-350.09116394
0.0,60,0.3,0.11538461538461539,-84.03268353
0.0,60,0.4,0.0,-355.3285872
0.0,60,0.4,0.038461538461538464,-84.29597679
0.0,60,0.4,0.07692307692307693,-350.26162596
0.0,60,0.4,0.11538461538461539,-84.20373973
0.0,60,0.5,0.0,-355.29089625
0.0,60,0.5,0.038461538461538464,-84.25827061
0.0,60,0.5,0.07692307692307693,-350.22391153
0.0,60,0.5,0.11538461538461539,-84.1660369
0.0,60,0.6,0.0,-355.31329015
0.0,60,0.6,0.038461538461538464,-84.28065639
0.0,60,0.6,0.07692307692307693,-350.2463216
0.0,60,0.6,0.11538461538461539,-84.1884333
0.0,60,0.7,0.0,-355.29936962
0.0,60,0.7,0.038461538461538464,-84.26675281
0.0,60,0.7,0.07692307692307693,-350.23237468
0.0,60,0.7,0.11538461538461539,-84.17449051
0.0,60,0.8,0.0,-355.3079864
0.0,60,0.8,0.038461538461538464,-84.27536871
0.0,60,0.8,0.07692307692307693,-350.24100729
0.0,60,0.8,0.11538461538461539,-84.18313207
0.0,60,0.9,0.0,-355.30223287
0.0,60,0.9,0.038461538461538464,-84.26959927
0.0,60,0.9,0.07692307692307693,-350.23523092
0.0,60,0.9,0.11538461538461539,-84.17734195
0.0,60,1.0,0.0,-355.30557353
0.0,60,1.0,0.038461538461538464,-84.27295917
0.0,60,1.0,0.07692307692307693,-350.2385879
0.0,60,1.0,0.11538461538461539,-84.18071029
0.0,60,0.1,0.0,-355.3032911
0.0,60,0.1,0.038461538461538464,-84.270669
0.0,60,0.1,0.07692307692307693,-350.23626013
0.0,60,0.1,0.11538461538461539,-84.17838108
0.0,60,0.2,0.0,-355.30437
0.0,60,0.2,0.038461538461538464,-84.27177252
0.0,60,0.2,0.07692307692307693,-350.23736214
0.0,60,0.2,0.11538461538461539,-84.17949593
0.0,65,0.0,0.0,-355.85024099
0.0,65,0.0,0.038461538461538464,-84.81663076
0.0,65,0.0,0.07692307692307693,-350.78689634
0.0,65,0.0,0.11538461538461539,-84.72767568
0.0,65,0.3,0.0,-355.1593632
0.0,65,0.3,0.038461538461538464,-84.12609862
0.0,65,0.3,0.07692307692307693,-350.09175541
0.0,65,0.3,0.11538461538461539,-84.03326423
0.0,65,0.4,0.0,-355.32920969
0.0,65,0.4,0.038461538461538464,-84.29659871
0.0,65,0.4,0.07692307692307693,-350.26225411
0.0,65,0.4,0.11538461538461539,-84.20437236
0.0,65,0.5,0.0,-355.29149482
0.0,65,0.5,0.038461538461538464,-84.25888654
0.0,65,0.5,0.07692307692307693,-350.22452492
0.0,65,0.5,0.11538461538461539,-84.16664652
0.0,65,0.6,0.0,-355.31386182
0.0,65,0.6,0.038461538461538464,-84.2812376
0.0,65,0.6,0.07692307692307693,-350.24690824
0.0,65,0.6,0.11538461538461539,-84.18901493
0.0,65,0.7,0.0,-355.29997223
0.0,65,0.7,0.038461538461538464,-84.26734883
0.0,65,0.7,0.07692307692307693,-350.23297606
0.0,65,0.7,0.11538461538461539,-84.17509824
0.0,65,0.8,0.0,-355.30858494
0.0,65,0.8,0.038461538461538464,-84.2759652
0.0,65,0.8,0.07692307692307693,-350.24160307
0.0,65,0.8,0.11538461538461539,-84.18372529
0.0,65,0.9,0.0,-355.30281765
0.0,65,0.9,0.038461538461538464,-84.27019283
0.0,65,0.9,0.07692307692307693,-350.23581879
0.0,65,0.9,0.11538461538461539,-84.17793162
0.0,65,1.0,0.0,-355.30616873
0.0,65,1.0,0.038461538461538464,-84.27355566
0.0,65,1.0,0.07692307692307693,-350.23918327
0.0,65,1.0,0.11538461538461539,-84.18130867
0.0,65,0.1,0.0,-355.30389303
0.0,65,0.1,0.038461538461538464,-84.27127535
0.0,65,0.1,0.07692307692307693,-350.23686541
0.0,65,0.1,0.11538461538461539,-84.17899109
0.0,65,0.2,0.0,-355.30497489
0.0,65,0.2,0.038461538461538464,-84.27237256
0.0,65,0.2,0.07692307692307693,-350.23796907
0.0,65,0.2,0.11538461538461539,-84.18010206
0.0,70,0.0,0.0,-355.85042414
0.0,70,0.0,0.038461538461538464,-84.81680863
0.0,70,0.0,0.07692307692307693,-350.78707871
0.0,70,0.0,0.11538461538461539,-84.72784994
0.0,70,0.3,0.0,-355.15944956
0.0,70,0.3,0.038461538461538464,-84.12616924
0.0,70,0.3,0.07692307692307693,-350.09185026
0.0,70,0.3,0.11538461538461539,-84.03337732
0.0,70,0.4,0.0,-355.32930743
0.0,70,0.4,0.038461538461538464,-84.29668881
0.0,70,0.4,0.07692307692307693,-350.26237323
0.0,70,0.4,0.11538461538461539,-84.20446516
0.0,70,0.5,0.0,-355.29160092
0.0,70,0.5,0.038461538461538464,-84.25897944
0.0,70,0.5,0.07692307692307693,-350.22462943
0.0,70,0.5,0.11538461538461539,-84.16675162
0.0,70,0.6,0.0,-355.31395856
0.0,70,0.6,0.038461538461538464,-84.28133338
0.0,70,0.6,0.07692307692307693,-350.2470129
0.0,70,0.6,0.11538461538461539,-84.18910997
0.0,70,0.7,0.0,-355.30006941
0.0,70,0.7,0.038461538461538464,-84.26744643
0.0,70,0.7,0.07692307692307693,-350.2330786
0.0,70,0.7,0.11538461538461539,-84.17520012
0.0,70,0.8,0.0,-355.30868027
0.0,70,0.8,0.038461538461538464,-84.27606134
0.0,70,0.8,0.07692307692307693,-350.24170742
0.0,70,0.8,0.11538461538461539,-84.18382422
0.0,70,0.9,0.0,-355.30291315
0.0,70,0.9,0.038461538461538464,-84.2702861
0.0,70,0.9,0.07692307692307693,-350.23592381
0.0,70,0.9,0.11538461538461539,-84.17803375
0.0,70,1.0,0.0,-355.30626928
0.0,70,1.0,0.038461538461538464,-84.27365218
0.0,70,1.0,0.07692307692307693,-350.23928803
