Archivo,Elemento,Ecut,KPoints,Pseudopotencial,Total Energy (Ry)
Fr_ecut25_k111_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,1 1 1,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1061.67954434
Fr_ecut25_k111_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,1 1 1,Fr.pbe-spdn-rrkjus_psl.1.0.0,-274.64273931
Fr_ecut25_k111_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,1 1 1,Fr.pz-spdn-kjpaw_psl.1.0.0,-1036.95487714
Fr_ecut25_k111_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,1 1 1,Fr.pz-spdn-rrkjus_psl.1.0.0,-274.25895953
Fr_ecut25_k222_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,2 2 2,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.17820538
Fr_ecut25_k222_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,2 2 2,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.11705661
Fr_ecut25_k222_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,2 2 2,Fr.pz-spdn-kjpaw_psl.1.0.0,-1040.46282074
Fr_ecut25_k222_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,2 2 2,Fr.pz-spdn-rrkjus_psl.1.0.0,-277.7444922
Fr_ecut25_k333_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,3 3 3,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.35182429
Fr_ecut25_k333_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,3 3 3,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.29282609
Fr_ecut25_k333_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,3 3 3,Fr.pz-spdn-kjpaw_psl.1.0.0,-1040.6341831
Fr_ecut25_k333_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,3 3 3,Fr.pz-spdn-rrkjus_psl.1.0.0,-277.91832323
Fr_ecut25_k444_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,4 4 4,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.45963709
Fr_ecut25_k444_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,4 4 4,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.39879929
Fr_ecut25_k444_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,4 4 4,Fr.pz-spdn-kjpaw_psl.1.0.0,-1040.7429463
Fr_ecut25_k444_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,4 4 4,Fr.pz-spdn-rrkjus_psl.1.0.0,-278.02518189
Fr_ecut25_k555_Fr.pbe-spdn-kjpaw_psl.1.0.0.in,Fr,25,5 5 5,Fr.pbe-spdn-kjpaw_psl.1.0.0,-1065.27276565
Fr_ecut25_k555_Fr.pbe-spdn-rrkjus_psl.1.0.0.in,Fr,25,5 5 5,Fr.pbe-spdn-rrkjus_psl.1.0.0,-278.21502206
Fr_ecut25_k555_Fr.pz-spdn-kjpaw_psl.1.0.0.in,Fr,25,5 5 5,Fr.pz-spdn-kjpaw_psl.1.0.0,-1040.55466081
Fr_ecut25_k555_Fr.pz-spdn-rrkjus_psl.1.0.0.in,Fr,25,5 5 5,Fr.pz-spdn-rrkjus_psl.1.0.0,-277.84003658
