Archivo,Elemento,Ecut,KPoints,Pseudopotencial
Mg_ecut25_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,25,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut25_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,25,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut25_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,25,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut25_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,25,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut25_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,25,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,30,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,30,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut30_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,30,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut30_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,30,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,35,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,35,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut35_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,35,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut35_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,35,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,40,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,40,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut40_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,40,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut40_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,40,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,45,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,45,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut45_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,45,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut45_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,45,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
